PEID,Affinity Bloc,People Cluster,Continent,Sub-Continent,Country,Country of Origin,People Group,Global Status of  Evangelical Christianity,Evangelical Engagement,Population,Dispersed (Yes/No),ROL,Language,Religion,Nomadic,Nomadic Type,Nomadic Description,Published Scripture,Jesus Film,Radio Broadcast,Gospel Recording,Audio Scripture,Gospel Films,Resources,Physical Exertion,Freedom Index,Government Restrictions Index,Social Hostilities Index,Threat Level,ROP1,ROP2,ROP3,People Name,GENC,FIPS,FIPS of Origin,Latitude,Longitude,IMB Affinity Group,Not Engaged Anywhere,SPI,Strategic Priority Index,EGIDS
20965,Southeast Asian Peoples,Other Southeast Asian,Asia,South-Eastern Asia,Laos,,Taket,1,No,750,,lao,Lao - (lao),Ethnic Religions,,,,Yes,Yes,No,Yes,Yes,No,4,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0171,109741,Taket,LAO,LA,,20.631187,102.453069,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,1
20960,Southeast Asian Peoples,Other Southeast Asian,Asia,South-Eastern Asia,Laos,,Tchaho,1,No,400,,lao,Lao - (lao),Ethnic Religions,,,,Yes,Yes,No,Yes,Yes,No,4,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0171,109912,Tchaho,LAO,LA,,22.2951,101.7971,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,1
20233,Southeast Asian Peoples,Other Southeast Asian,Asia,South-Eastern Asia,Malaysia,,Eurasian,6,No,"64,500",No,eng,English - (eng),Christianity - Roman Catholic,,,,Yes,Yes,No,Yes,Yes,Yes,5,Medium,Partly Free,High,High,Level 1: Exercise normal precautions,A011,C0171,102965,Eurasian,MYS,MY,,3.139634,101.704717,Southeast Asian Peoples,,2,No Longer Unreached,0
20133,Southeast Asian Peoples,Other Southeast Asian,Asia,South-Eastern Asia,Malaysia,,Malaccan Creole Portuguese,1,No,"1,900",,mcm,Malaccan Creole Portuguese - (mcm),Christianity - Roman Catholic,,,,Yes,No,No,No,No,No,1,Medium,Partly Free,High,High,Level 1: Exercise normal precautions,A011,C0171,105316,Kristang ,MYS,MY,,2.201,102.255,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,8a
18262,Southeast Asian Peoples,Other Southeast Asian,Asia,South-Eastern Asia,Malaysia,,Thai Chinese,1,Yes,"81,000",,cmn,Mandarin Chinese - (cmn),Buddhism,,,,Yes,Yes,No,Yes,Yes,Yes,5,Medium,Partly Free,High,High,Level 1: Exercise normal precautions,A011,C0171,109313,Sino-Native,MYS,MY,TH,2.977,101.7472,East Asian Peoples,,1,Engaged yet Unreached,0
22046,Southeast Asian Peoples,Other Southeast Asian,Asia,South-Eastern Asia,Myanmar,Malaysia,Eurasian,6,No,"45,500",Yes,eng,English - (eng),Christianity - Protestant,,,,Yes,Yes,No,Yes,Yes,Yes,5,Strenuous,Partly Free,Very High,High,Level 1: Exercise normal precautions,A011,C0171,102965,Eurasian,MMR,BM,MY,16.825315,96.167902,Southeast Asian Peoples,,2,No Longer Unreached,0
18438,Southeast Asian Peoples,Other Southeast Asian,Asia,South-Eastern Asia,Singapore,Malaysia,Eurasian,4,Yes,"51,500",Yes,eng,English - (eng),Christianity - Protestant,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Little,Partly Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0171,102965,Eurasian,SGP,SN,MY,1.329292,103.811903,Southeast Asian Peoples,,2,No Longer Unreached,0
48881,Southeast Asian Peoples,Shan,Asia,Southern Asia,India,,Aiton,1,No,"6,000",,aio,Aiton - (aio),Buddhism,,,,No,No,No,Yes,No,No,1,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A011,C0191,111299,Aiton,IND,IN,,26.276314,93.897383,South Asian Peoples,Yes,0,Unengaged and Unreached,6b
49619,Southeast Asian Peoples,Shan,Asia,Southern Asia,India,Myanmar,Khampti,5,Yes,"19,000",,kht,Khamti - (kht),Buddhism,,,,No,No,No,Yes,No,No,1,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A011,C0191,104896,Khamti Shan,IND,IN,BM,26.952536,93.857403,South Asian Peoples,,2,No Longer Unreached,5
49704,Southeast Asian Peoples,Shan,Asia,Southern Asia,India,,Taiphake,1,No,"2,200",,taw,Tai - (taw),Buddhism,,,,Yes,No,No,Yes,No,No,2,Strenuous,Free,High,Very High,Level 2: Exercise increased caution,A011,C0191,117157,Phake,IND,IN,,27.483175,94.905653,South Asian Peoples,Yes,0,Unengaged and Unreached,5
20955,Southeast Asian Peoples,Shan,Asia,South-Eastern Asia,Laos,,Tai Sam,1,No,"1,100",,shn,Shan - (shn),Ethnic Religions,,,,Yes,Yes,No,Yes,Yes,Yes,5,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0191,109723,Tai Sam,LAO,LA,,19.738647,103.252511,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,3
9452,Southeast Asian Peoples,Shan,Asia,South-Eastern Asia,Myanmar,,Tai Khamti,2,Yes,"200,000",,kht,Khamti - (kht),Buddhism - Theravada,,,,No,No,No,Yes,No,No,1,Strenuous,Partly Free,Very High,High,Level 1: Exercise normal precautions,A011,C0191,104896,Khamti Shan,MMR,BM,,27.4964,97.86994,Southeast Asian Peoples,,1,Engaged yet Unreached,5
47889,Southeast Asian Peoples,Shan,Asia,South-Eastern Asia,Myanmar,,Tai Leng,2,No,"100,000",,shn,Shan - (shn),Buddhism - Theravada,,,,Yes,Yes,No,Yes,Yes,Yes,5,Strenuous,Partly Free,Very High,High,Level 1: Exercise normal precautions,A011,C0191,101777,Shan,MMR,BM,,21.706125,98.655681,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,3
22043,Southeast Asian Peoples,Shan,Asia,South-Eastern Asia,Myanmar,,Tai Long,2,Yes,"4,000,000",No,shn,Shan - (shn),Buddhism - Theravada,,,,Yes,Yes,No,Yes,Yes,Yes,5,Strenuous,Partly Free,Very High,High,Level 1: Exercise normal precautions,A011,C0191,113721,Tai Shan,MMR,BM,,21.58197,98.13633,Southeast Asian Peoples,,1,Engaged yet Unreached,3
10918,Southeast Asian Peoples,Shan,Asia,South-Eastern Asia,Thailand,Myanmar,Tai Long,1,Yes,"450,000",Yes,shn,Shan - (shn),Buddhism - Theravada,,,,Yes,Yes,No,Yes,Yes,Yes,5,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0191,113721,Tai Shan,THA,TH,BM,18.83307,97.859,Southeast Asian Peoples,,1,Engaged yet Unreached,3
22154,Southeast Asian Peoples,Tai,Asia,Eastern Asia,China,,Cai,1,No,"31,000",,bdi,Burun - (bdi),Ethnic Religions - Chinese Universalism / Folk,,,,Yes,Yes,No,Yes,No,No,3,Medium,Not Free,Very High,Low,Level 2: Exercise increased caution,A011,C0207,114021,Cai,CHN,CH,,26.961723,105.461787,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,5
6726,Southeast Asian Peoples,Tai,Asia,Eastern Asia,China,,"Dong, Northern",2,No,"1,410,000",,doc,Northern Dong - (doc),Ethnic Religions - Chinese Universalism / Folk,,,,No,No,No,No,No,No,0,Medium,Not Free,Very High,Low,Level 2: Exercise increased caution,A011,C0207,114042,"Dong, Northern",CHN,CH,,26.99443,109.20384,East Asian Peoples,Yes,0,Unengaged and Unreached,6b
6727,Southeast Asian Peoples,Tai,Asia,Eastern Asia,China,,"Dong, Southern",2,Yes,"2,300,000",,kmc,Southern Dong - (kmc),Ethnic Religions - Chinese Universalism / Folk,,,,Yes,Yes,No,Yes,No,No,3,Medium,Not Free,Very High,Low,Level 2: Exercise increased caution,A011,C0207,114043,"Dong, Southern",CHN,CH,,25.98043,109.394957,East Asian Peoples,,1,Engaged yet Unreached,6a
6731,Southeast Asian Peoples,Tai,Asia,Eastern Asia,China,,E,1,Yes,"37,500",,eee,E - (eee),Ethnic Religions,,,,No,No,No,No,No,No,0,Medium,Not Free,Very High,Low,Level 2: Exercise increased caution,A011,C0207,102811,E (Eahua),CHN,CH,,24.8814,109.0847,East Asian Peoples,,1,Engaged yet Unreached,6b
6737,Southeast Asian Peoples,Tai,Asia,Eastern Asia,China,,Fuma,4,No,"1,000",,lic,Hlai - (lic),Non-Religious - Atheism,,,,Yes,Yes,No,Yes,No,Yes,4,Medium,Not Free,Very High,Low,Level 2: Exercise increased caution,A011,C0207,114055,Fuma,CHN,CH,,19.328798,108.754355,East Asian Peoples,Yes,2,No Longer Unreached,6a
7199,Southeast Asian Peoples,Tai,Asia,Eastern Asia,China,,Hongjin Tai,1,Yes,"194,000",,tiz,Tai Hongjin - (tiz),Ethnic Religions,,,,No,No,No,No,No,No,0,Medium,Not Free,Very High,Low,Level 2: Exercise increased caution,A011,C0207,114111,Hongjin Tai,CHN,CH,,25.9608,102.1027,Southeast Asian Peoples,,1,Engaged yet Unreached,7
7249,Southeast Asian Peoples,Tai,Asia,Eastern Asia,China,Vietnam,Lati,0,No,"2,600",Yes,lbt,Lachi - (lbt),Ethnic Religions,,,,No,No,No,No,No,No,0,Medium,Not Free,Very High,Low,Level 2: Exercise increased caution,A011,C0207,114159,Lachi,CHN,CH,VM,22.8469,104.394,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6b
7278,Southeast Asian Peoples,Tai,Asia,Eastern Asia,China,,Maonan,4,No,"73,000",,mmd,Maonan - (mmd),Ethnic Religions - Daoism / Taoism,,,,No,No,No,Yes,No,No,1,Medium,Not Free,Very High,Low,Level 2: Exercise increased caution,A011,C0207,106290,Maonan,CHN,CH,,25.01686,108.0244,East Asian Peoples,Yes,2,No Longer Unreached,6b
7307,Southeast Asian Peoples,Tai,Asia,Eastern Asia,China,,Mo,1,No,"26,000",,mkg,Mak (China) - (mkg),Ethnic Religions - Daoism / Taoism,,,,No,No,No,Yes,No,No,1,Medium,Not Free,Very High,Low,Level 2: Exercise increased caution,A011,C0207,114939,Mo,CHN,CH,,25.59464,107.72616,East Asian Peoples,Yes,0,Unengaged and Unreached,7
7320,Southeast Asian Peoples,Tai,Asia,Eastern Asia,China,,Mulao,3,Yes,"289,000",,mlm,Mulam - (mlm),Ethnic Religions,,,,No,No,No,Yes,No,No,1,Medium,Not Free,Very High,Low,Level 2: Exercise increased caution,A011,C0207,114234,Mulao,CHN,CH,,24.81515,108.92802,East Asian Peoples,,1,Engaged yet Unreached,6b
22201,Southeast Asian Peoples,Tai,Asia,Eastern Asia,China,,Mulao Jia,1,Yes,"36,500",,mlm,Mulam - (mlm),Ethnic Religions - Chinese Universalism / Folk,,,,No,No,No,Yes,No,No,1,Medium,Not Free,Very High,Low,Level 2: Exercise increased caution,A011,C0207,114235,Mulao Jia,CHN,CH,,26.480168,107.540229,East Asian Peoples,,1,Engaged yet Unreached,6b
7352,Southeast Asian Peoples,Tai,Asia,Eastern Asia,China,,Pubiao,1,No,425,,cmn,Mandarin Chinese - (cmn),Ethnic Religions,,,,Yes,Yes,Yes,Yes,Yes,Yes,6,Medium,Not Free,Very High,Low,Level 2: Exercise increased caution,A011,C0207,114278,Pubiao,CHN,CH,,23.221616,104.804141,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,0
7388,Southeast Asian Peoples,Tai,Asia,Eastern Asia,China,,"Shui, Yunnan",1,No,"12,500",,swi,Sui - (swi),Ethnic Religions,,,,Yes,Yes,No,Yes,No,No,3,Medium,Not Free,Very High,Low,Level 2: Exercise increased caution,A011,C0207,108968,"Shui, Yunnan",CHN,CH,,25.248991,104.700356,East Asian Peoples,Yes,0,Unengaged and Unreached,6a
7394,Southeast Asian Peoples,Tai,Asia,Eastern Asia,China,,Tai Lu,2,Yes,"331,000",No,khb,Lü - (khb),Buddhism,,,,Yes,Yes,No,Yes,No,No,3,Medium,Not Free,Very High,Low,Level 2: Exercise increased caution,A011,C0207,114183,Tai Lu,CHN,CH,,21.849979,101.442002,Southeast Asian Peoples,,1,Engaged yet Unreached,2
7396,Southeast Asian Peoples,Tai,Asia,Eastern Asia,China,,Tai Nua,3,Yes,"186,000",No,tdd,Tai Nüa - (tdd),Ethnic Religions,,,,Yes,No,No,Yes,No,No,2,Medium,Not Free,Very High,Low,Level 2: Exercise increased caution,A011,C0207,109720,Tai Nua,CHN,CH,,23.9287,100.6501,Southeast Asian Peoples,,1,Engaged yet Unreached,4
7397,Southeast Asian Peoples,Tai,Asia,Eastern Asia,China,,Tai Pong,1,No,"110,000",,tdd,Tai Nüa - (tdd),Ethnic Religions,,,,Yes,No,No,Yes,No,No,2,Medium,Not Free,Very High,Low,Level 2: Exercise increased caution,A011,C0207,114321,Tai Pong,CHN,CH,,22.863809,103.552668,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,4
22120,Southeast Asian Peoples,Tai,Asia,Eastern Asia,China,,Talu,3,No,"9,800",,iii,Sichuan Yi - (iii),Ethnic Religions - Chinese Universalism / Folk,,,,Yes,Yes,Yes,Yes,No,Yes,5,Medium,Not Free,Very High,Low,Level 2: Exercise increased caution,A011,C0207,114324,Talu,CHN,CH,,26.73781,100.761857,East Asian Peoples,Yes,0,Unengaged and Unreached,4
7393,Southeast Asian Peoples,Tai,Asia,Eastern Asia,China,Vietnam,White Thai,1,Yes,"13,000",Yes,twh,Tai Dón - (twh),Ethnic Religions,,,,Yes,No,No,Yes,No,No,2,Medium,Not Free,Very High,Low,Level 2: Exercise increased caution,A011,C0207,109710,"Tai Don, White Tai ",CHN,CH,VM,22.6828,103.0582,Southeast Asian Peoples,,1,Engaged yet Unreached,6a
7436,Southeast Asian Peoples,Tai,Asia,Eastern Asia,China,,Ya,1,No,"63,000",,cuu,Tai Ya - (cuu),Ethnic Religions - Chinese Universalism / Folk,,,,Yes,No,No,No,No,No,1,Medium,Not Free,Very High,Low,Level 2: Exercise increased caution,A011,C0207,114360,Ya,CHN,CH,,23.6593,101.8773,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6a
9164,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Laos,Thailand,Phu Thai,1,Yes,"218,000",Yes,pht,Phu Thai - (pht),Buddhism - Theravada,,,,No,No,No,Yes,No,No,1,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0207,108016,Phu Tai,LAO,LA,TH,17.86582,104.63239,Southeast Asian Peoples,,1,Engaged yet Unreached,6a
20932,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Laos,Thailand,Phuan,2,Yes,"163,000",Yes,phu,Phuan - (phu),Buddhism - Theravada,,,,No,No,No,No,No,No,0,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0207,108011,Phuan ,LAO,LA,TH,19.56112,103.29542,Southeast Asian Peoples,,1,Engaged yet Unreached,6a
33466,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Laos,Vietnam,Red Thai,1,No,"42,000",Yes,tyr,Tai Daeng - (tyr),Ethnic Religions,,,,No,No,No,Yes,No,No,1,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0207,109708,"Tai Daeng, Red Tai ",LAO,LA,VM,20.00625,104.54458,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6a
9172,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Laos,,Saek,1,No,"15,000",No,lao,Lao - (lao),Ethnic Religions,,,,Yes,Yes,No,Yes,Yes,No,4,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0207,108502,Saek,LAO,LA,,17.48292,104.82034,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,1
33468,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Laos,,Tai He,0,No,"13,000",,und,Undetermined - (und),Ethnic Religions,,,,No,No,No,No,No,No,0,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0207,109712,Tai He,LAO,LA,,18.488164,104.403277,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,
33469,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Laos,,Tai Kaleun,1,No,"10,500",,tts,Northeastern Thai - (tts),Ethnic Religions,,,,Yes,Yes,No,Yes,No,Yes,4,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0207,111245,Tai Kaleun,LAO,LA,,18.579676,104.986492,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6a
20946,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Laos,,Tai Khang,0,No,"8,100",,tnu,Tay Khang - (tnu),Ethnic Religions,,,,No,No,No,No,No,No,0,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0207,104572,Kang,LAO,LA,,19.883,104.772,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6b
20947,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Laos,,Tai Laan,0,No,650,,und,Undetermined - (und),Ethnic Religions,,,,No,No,No,No,No,No,0,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0207,109714,Tai Laan,LAO,LA,,19.632409,103.561381,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,
9145,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Laos,China,Tai Lu,1,Yes,"194,000",Yes,khb,Lü - (khb),Ethnic Religions,,,,Yes,Yes,No,Yes,No,No,3,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0207,114183,Tai Lu,LAO,LA,CH,20.36149,100.61487,Southeast Asian Peoples,,1,Engaged yet Unreached,2
20951,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Laos,China,Tai Nua,1,No,"16,000",Yes,tdd,Tai Nüa - (tdd),Ethnic Religions,,,,Yes,No,No,Yes,No,No,2,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0207,109720,Tai Nua,LAO,LA,CH,19.37757,103.42006,Southeast Asian Peoples,,0,Unengaged and Unreached,4
20952,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Laos,Thailand,Tai Nyo,1,No,"19,500",Yes,nyw,Nyaw - (nyw),Ethnic Religions,,,,No,No,No,No,No,No,0,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0207,111248,"Nyaw, Tai Nyo",LAO,LA,TH,18.320081,103.99567,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6a
20954,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Laos,,Tai Peung,1,No,"1,600",,lao,Lao - (lao),Ethnic Religions,,,,Yes,Yes,No,Yes,Yes,No,4,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0207,109722,Tai Peung,LAO,LA,,19.681037,103.501914,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,1
20959,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Laos,,Tayten,0,No,475,,tct,T'en - (tct),Ethnic Religions,,,,No,No,No,No,No,No,0,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0207,111249,Tayten,LAO,LA,,20.704517,102.676052,East Asian Peoples,Yes,0,Unengaged and Unreached,6b
20945,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Laos,Vietnam,White Thai,2,Yes,"59,500",Yes,twh,Tai Dón - (twh),Ethnic Religions,,,,Yes,No,No,Yes,No,No,2,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0207,109710,"Tai Don, White Tai ",LAO,LA,VM,20.25658,104.52789,Southeast Asian Peoples,,1,Engaged yet Unreached,6a
9191,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Laos,Thailand,Yoy,1,No,"1,600",Yes,yoy,Yoy - (yoy),Ethnic Religions,,,,No,No,No,Yes,No,No,1,Strenuous,Not Free,High,Moderate,Level 1: Exercise normal precautions,A011,C0207,111101,Yoy,LAO,LA,TH,17.53937,105.57354,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6a
9425,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Myanmar,,Hongjin Tai,1,Yes,"9,100",,tiz,Tai Hongjin - (tiz),Buddhism,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 1: Exercise normal precautions,A011,C0207,109713,Tai Hongjin,MMR,BM,,21.2959,99.6208,Southeast Asian Peoples,,1,Engaged yet Unreached,7
9441,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Myanmar,,Tai Khun,2,No,"100,000",No,kkh,Khün - (kkh),Buddhism - Theravada,,,,Yes,No,No,Yes,No,No,2,Strenuous,Partly Free,Very High,High,Level 1: Exercise normal precautions,A011,C0207,103841,Hkun ,MMR,BM,,20.58365,99.77897,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,5
9471,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Myanmar,China,Tai Lu,2,Yes,"271,000",Yes,khb,Lü - (khb),Ethnic Religions,,,,Yes,Yes,No,Yes,No,No,3,Strenuous,Partly Free,Very High,High,Level 1: Exercise normal precautions,A011,C0207,114183,Tai Lu,MMR,BM,CH,21.3113,100.67986,Southeast Asian Peoples,,1,Engaged yet Unreached,2
47888,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Myanmar,,Tai Mao,5,No,"120,000",,thi,Tai Long - (thi),Buddhism - Theravada,,,,No,No,No,No,No,No,0,Strenuous,Partly Free,Very High,High,Level 1: Exercise normal precautions,A011,C0207,114319,Tai Long,MMR,BM,,23.879559,97.602772,Southeast Asian Peoples,Yes,2,No Longer Unreached,6a
9420,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Myanmar,China,Tai Nua,1,No,"80,000",Yes,tdd,Tai Nüa - (tdd),Buddhism,,,,Yes,No,No,Yes,No,No,2,Strenuous,Partly Free,Very High,High,Level 1: Exercise normal precautions,A011,C0207,109720,Tai Nua,MMR,BM,CH,24.20468,97.55179,Southeast Asian Peoples,,0,Unengaged and Unreached,4
10857,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Thailand,Myanmar,Hkun,1,No,"7,400",Yes,kkh,Khün - (kkh),Buddhism,,,,Yes,No,No,Yes,No,No,2,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0207,103841,Hkun ,THA,TH,BM,18.62883,98.8936,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,5
10882,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Thailand,,Lao Phuan,2,Yes,"241,000",No,phu,Phuan - (phu),Buddhism,,,,No,No,No,No,No,No,0,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0207,108011,Phuan ,THA,TH,,15.48033,101.08696,Southeast Asian Peoples,,1,Engaged yet Unreached,6a
10901,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Thailand,,Nyong,1,No,"15,000",,yno,Yong - (yno),Buddhism,,,,No,No,No,Yes,No,No,1,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0207,111090,Yong ,THA,TH,,18.38726,98.97646,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6b
10907,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Thailand,,Phu Thai,2,Yes,"494,000",No,pht,Phu Thai - (pht),Buddhism - Theravada,,,,No,No,No,Yes,No,No,1,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0207,108016,Phu Tai,THA,TH,,16.89067,104.16764,Southeast Asian Peoples,,1,Engaged yet Unreached,6a
10914,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Thailand,Laos,Saek,1,No,"11,000",Yes,tts,Northeastern Thai - (tts),Buddhism,,,,Yes,Yes,No,Yes,No,Yes,4,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0207,108502,Saek,THA,TH,LA,17.42859,104.75385,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6a
22384,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Thailand,China,Tai Lu,2,Yes,"84,000",Yes,khb,Lü - (khb),Buddhism,,,,Yes,Yes,No,Yes,No,No,3,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0207,114183,Tai Lu,THA,TH,CH,19.42376,100.51621,Southeast Asian Peoples,,1,Engaged yet Unreached,2
10899,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Thailand,,Tai Nyo,1,No,"96,500",No,nyw,Nyaw - (nyw),Buddhism,,,,No,No,No,No,No,No,0,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0207,111248,"Nyaw, Tai Nyo",THA,TH,,17.12133,104.15092,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6a
10940,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Thailand,,Yoy,4,No,"6,600",No,yoy,Yoy - (yoy),Ethnic Religions,,,,No,No,No,Yes,No,No,1,Medium,Not Free,Moderate,High,Level 1: Exercise normal precautions,A011,C0207,111101,Yoy,THA,TH,,17.70371,103.99745,Southeast Asian Peoples,Yes,2,No Longer Unreached,6a
43330,Southeast Asian Peoples,Tai,Americas,Northern America,United States,China,Tai Lu,1,No,"4,800",Yes,khb,Lü - (khb),Ethnic Religions,,,,Yes,Yes,No,Yes,No,No,3,Little,Free,Moderate,High,Caution,A011,C0207,114183,Tai Lu,USA,US,CH,34.071119,-118.32053,Southeast Asian Peoples,,0,Unengaged and Unreached,2
43687,Southeast Asian Peoples,Tai,Americas,Northern America,United States,Vietnam,White Tai,1,No,"13,000",Yes,twh,Tai Dón - (twh),Ethnic Religions,,,,Yes,No,No,Yes,No,No,2,Little,Free,Moderate,High,Caution,A011,C0207,109710,"Tai Don, White Tai ",USA,US,VM,33.865558,-117.90933,Southeast Asian Peoples,,0,Unengaged and Unreached,6a
11175,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Vietnam,,Lati,1,No,"13,000",No,lbt,Lachi - (lbt),Ethnic Religions,,,,No,No,No,No,No,No,0,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0207,114159,Lachi,VNM,VM,,22.80149,104.85041,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6b
11200,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Vietnam,Thailand,Phu Thai,1,Yes,"144,000",Yes,pht,Phu Thai - (pht),Ethnic Religions,,,,No,No,No,Yes,No,No,1,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0207,108016,Phu Tai,VNM,VM,TH,18.507,105.25267,Southeast Asian Peoples,,1,Engaged yet Unreached,6a
11201,Southeast Asian Peoples,Tai,Asia,South-Eastern Asia,Vietnam,,Pubiao,0,No,700,,laq,Qabiao - (laq),Ethnic Religions,,,,No,No,No,No,No,No,0,Strenuous,Not Free,Very High,Low,Level 1: Exercise normal precautions,A011,C0207,105647,Pu Peo,VNM,VM,,23.04628,104.879227,Southeast Asian Peoples,Yes,0,Unengaged and Unreached,6b
